zip_code,Year,Pandemic,ACS_PCT_HH_ABOVE65_ZC,CCBP_TOT_CHS_ZP,CCBP_TOT_CS_ZP,CCBP_TOT_FF_ZP,CCBP_TOT_FSR_ZP,CCBP_TOT_RET_ZP,drive_time_hospital_min,green_coverage_pct,healthcare_facilities_per_10k_older_adults,pct_asian_60_plus,pct_black_60_plus,pct_disabled_60_plus,pct_hispanic_60_plus,pct_limited_english_60_plus,pct_no_computer,pct_no_internet,pct_pop_60_plus,pct_snap_households_60_plus,pct_white_non_hispanic_60_plus,senior_households_total,transit_coverage_pct,qol_composite_index
94043,2023,0,-0.552745,0.388955,0.25945,0.425401,0.533422,-0.221145,0.195381,-0.293646,-0.193177,-0.053151,-0.307697,0.653082,-0.170978,0.346287,0.180033,0.475775,-0.347962,-0.006238,-0.248337,-0.093975,0.147428,0.305324
94043,2024,0,-0.552745,0.438765,0.336132,0.443117,0.506207,-0.226504,0.195381,-0.293646,-0.193177,-0.102644,-0.268085,0.686489,-0.242466,0.330464,0.3237,0.58901,-0.326056,-0.311469,-0.36072,-0.058173,0.147428,0.339901
94043,2025,0,-0.673441,-0.206664,-0.143109,-0.112581,-0.390758,-0.906966,0.195382,-0.293646,-0.193177,-0.029521,-0.240559,0.598841,-0.208376,0.305901,0.272728,0.597019,-0.358233,0.094531,-0.316154,-0.065708,0.147428,-0.506177
94043,2026,0,-0.673441,-0.20697,-0.143109,-0.092654,-0.390758,-0.906966,0.195382,-0.293646,-0.193177,-0.029521,-0.226451,0.521986,-0.208376,0.286254,0.23554,0.55952,-0.383283,0.094531,-0.274931,-0.072751,0.147428,-0.526636
94043,2027,0,-0.673441,-0.215742,-0.143109,-0.076526,-0.390758,-0.906966,0.195382,-0.293646,-0.193177,-0.029521,-0.219226,0.454578,-0.208376,0.27055,0.208408,0.50779,-0.402786,0.094531,-0.236798,-0.079337,0.147428,-0.548517
94043,2028,0,-0.673441,-0.226031,-0.143109,-0.063472,-0.390758,-0.906966,0.195382,-0.293646,-0.193177,-0.029521,-0.215527,0.395465,-0.208376,0.257988,0.188613,0.456932,-0.417969,0.094531,-0.201532,-0.085493,0.147428,-0.567593
94043,2029,0,-0.673441,-0.23498,-0.143109,-0.052907,-0.390758,-0.906966,0.195382,-0.293646,-0.193177,-0.029521,-0.213635,0.343617,-0.208376,0.24794,0.17417,0.413211,-0.42979,0.094531,-0.168911,-0.091249,0.147428,-0.582921
94085,2015,0,-1.479002,0.334934,0.462373,0.088954,-0.291582,-0.19371,0.326604,-0.86675,-0.17866,-0.048339,-0.051186,-0.821596,-0.191511,0.026953,-0.190865,-0.499294,-1.441038,-0.229191,0.842373,-1.045463,0.972647,0.058082
94085,2016,0,-1.311151,0.435534,0.278894,0.179417,-0.139002,-0.332413,0.326604,-0.86675,-0.17866,-0.074825,-0.145851,-0.452198,-0.250695,0.010785,-0.509383,-0.355975,-1.343959,-0.868668,0.757403,-1.044685,0.972647,-0.124146
94085,2017,0,-1.299726,0.334597,0.095415,0.224648,-0.139002,-0.237338,0.326604,-0.86675,-0.17866,-0.030183,-0.179743,-0.369248,-0.183688,0.187189,-0.365902,-0.477292,-1.274137,-0.774575,0.631043,-1.018223,0.972647,0.019105
94085,2018,0,-1.330484,0.624442,0.645853,0.315111,-0.215292,-0.147585,0.326604,-0.86675,-0.17866,-0.081516,-0.216387,-0.281041,-0.141143,0.12845,-0.279701,-0.562219,-1.316197,-0.610503,0.437532,-1.006159,0.972647,0.051528
94085,2019,0,-1.297969,0.672264,0.645853,0.26988,-0.253437,-0.383529,0.326604,-0.86675,-0.17866,-0.032763,-0.248215,0.184562,-0.181024,0.233336,0.093833,-0.288566,-1.234563,-0.295367,0.320315,-0.979307,0.972647,0.242424
94085,2020,1,-1.317302,0.895323,0.829332,0.315111,-0.253437,-0.471427,0.326604,-0.86675,-0.17866,0.106661,-0.311955,0.165999,-0.220905,0.315051,0.438633,-0.033786,-1.274254,-0.767534,-0.003122,-1.008494,0.972647,0.567185
